id,applicationName,serverName,serverType,cpu,memory,storage,region,environment,notes,osType,osVersion,dbEngineVersion,dbClusterId,dbClusterType,orchestrationPlatform
infra-498,Legal Application,legal-application-srv-498,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-364,Single Instance,None
infra-499,Legal Processor,legal-processor-srv-499,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-732,Single Instance,Kubernetes
infra-500,Legal Processor,legal-processor-srv-500,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,Aurora MySQL 8.0,db-cluster-753,Active/Active,ECS
infra-501,Sales Dashboard,sales-dashboard-processor-srv-501,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-422,Multi-AZ,ECS
infra-502,Sales Dashboard,sales-dashboard-processor-srv-502,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-328,Multi-AZ,Kubernetes
infra-503,Sales Dashboard,sales-dashboard-service-srv-503,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,Redis 7.0,db-cluster-887,Single Instance,ECS
infra-504,Sales Dashboard,sales-dashboard-service-srv-504,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,PostgreSQL 14,db-cluster-503,Single Instance,EKS
infra-505,Sales Dashboard,sales-dashboard-worker-srv-505,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-911,Active/Active,EKS
infra-506,Sales Dashboard,sales-dashboard-worker-srv-506,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-152,Single Instance,EKS
infra-507,Operations Service 83,operations-service-83-api-srv-507,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-954,Multi-AZ,ECS
infra-508,Operations Service 83,operations-service-83-api-srv-508,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-804,Active/Backup,Kubernetes
infra-509,Operations Service 83,operations-service-83-backend-srv-509,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-222,Multi-AZ,EKS
infra-510,Operations Service 83,operations-service-83-backend-srv-510,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,Aurora PostgreSQL 14,db-cluster-432,Multi-AZ,Kubernetes
infra-511,Operations Service 83,operations-service-83-backend-srv-511,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,PostgreSQL 15,db-cluster-758,Active/Active,Kubernetes
infra-512,Operations Service 83,operations-service-83-backend-srv-512,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,Redis 7.0,db-cluster-453,Active/Active,None
infra-513,Operations Service 83,operations-service-83-service-srv-513,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,Redis 7.0,db-cluster-188,Multi-AZ,Kubernetes
infra-514,Operations Service 83,operations-service-83-service-srv-514,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-492,Active/Backup,None
infra-515,Operations Service 83,operations-service-83-processor-srv-515,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,DynamoDB,db-cluster-661,Multi-AZ,Kubernetes
infra-516,Operations Service 83,operations-service-83-processor-srv-516,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-842,Single Instance,Kubernetes
infra-517,Supply Chain Engine,supply-chain-engine-srv-517,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-859,Single Instance,None
infra-518,Supply Chain Engine,supply-chain-engine-srv-518,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,Aurora MySQL 8.0,db-cluster-924,Multi-AZ,Kubernetes
infra-519,Marketing Platform,marketing-platform-worker-srv-519,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,MySQL 8.0,db-cluster-194,Active/Active,Kubernetes
infra-520,Marketing Platform,marketing-platform-worker-srv-520,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-444,Single Instance,EKS
infra-521,Marketing Platform,marketing-platform-worker-srv-521,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-136,Multi-AZ,ECS
infra-522,Marketing Platform,marketing-platform-worker-srv-522,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-379,Multi-AZ,Kubernetes
infra-523,Marketing Platform,marketing-platform-processor-srv-523,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-923,Active/Backup,None
infra-524,Marketing Platform,marketing-platform-processor-srv-524,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-255,Single Instance,EKS
infra-525,Quality Assurance Analyzer,quality-assurance-analyzer-service-srv-525,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-512,Single Instance,Kubernetes
infra-526,Quality Assurance Analyzer,quality-assurance-analyzer-service-srv-526,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-848,Active/Active,Kubernetes
infra-527,Quality Assurance Analyzer,quality-assurance-analyzer-api-srv-527,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-726,Multi-AZ,ECS
infra-528,Quality Assurance Analyzer,quality-assurance-analyzer-api-srv-528,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-495,Single Instance,ECS
infra-529,Finance Tool 87,finance-tool-87-service-srv-529,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2023,MongoDB 6.0,db-cluster-722,Multi-AZ,ECS
infra-530,Finance Tool 87,finance-tool-87-service-srv-530,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-312,Multi-AZ,ECS
infra-531,Finance Tool 87,finance-tool-87-backend-srv-531,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,DynamoDB,db-cluster-296,Single Instance,ECS
infra-532,Finance Tool 87,finance-tool-87-backend-srv-532,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-467,Single Instance,Kubernetes
infra-533,Finance Tool 87,finance-tool-87-api-srv-533,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-192,Active/Backup,EKS
infra-534,Finance Tool 87,finance-tool-87-api-srv-534,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,Redis 7.0,db-cluster-327,Multi-AZ,ECS
infra-535,Operations Tool,operations-tool-worker-srv-535,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-878,Multi-AZ,EKS
infra-536,Operations Tool,operations-tool-worker-srv-536,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-760,Multi-AZ,EKS
infra-537,Operations Tool,operations-tool-backend-srv-537,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-622,Single Instance,Kubernetes
infra-538,Operations Tool,operations-tool-backend-srv-538,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,DynamoDB,db-cluster-466,Active/Active,None
infra-539,Operations Tool,operations-tool-api-srv-539,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-255,Single Instance,Kubernetes
infra-540,Operations Tool,operations-tool-api-srv-540,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-731,Active/Backup,None
infra-541,Operations Tool,operations-tool-service-srv-541,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-626,Active/Active,ECS
infra-542,Operations Tool,operations-tool-service-srv-542,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-651,Multi-AZ,Kubernetes
infra-543,Operations Tool,operations-tool-worker-srv-543,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,DynamoDB,db-cluster-970,Active/Backup,ECS
infra-544,Operations Tool,operations-tool-worker-srv-544,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-234,Single Instance,ECS
infra-545,Legal Tracker 89,legal-tracker-89-frontend-srv-545,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-251,Single Instance,ECS
infra-546,Legal Tracker 89,legal-tracker-89-frontend-srv-546,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-681,Active/Active,ECS
infra-547,Legal Tracker 89,legal-tracker-89-worker-srv-547,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-703,Multi-AZ,Kubernetes
infra-548,Legal Tracker 89,legal-tracker-89-worker-srv-548,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,PostgreSQL 15,db-cluster-775,Single Instance,ECS
infra-549,Legal Tracker 89,legal-tracker-89-processor-srv-549,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-619,Single Instance,None
infra-550,Legal Tracker 89,legal-tracker-89-processor-srv-550,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-367,Multi-AZ,ECS
infra-551,Legal Tracker 89,legal-tracker-89-backend-srv-551,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-311,Active/Backup,EKS
infra-552,Legal Tracker 89,legal-tracker-89-backend-srv-552,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-209,Active/Backup,ECS
infra-553,Sales Hub,sales-hub-processor-srv-553,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-199,Multi-AZ,ECS
infra-554,Sales Hub,sales-hub-processor-srv-554,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-693,Active/Backup,Kubernetes
infra-555,Sales Hub,sales-hub-frontend-srv-555,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Windows,Ubuntu 20.04,PostgreSQL 14,db-cluster-403,Active/Backup,EKS
infra-556,Sales Hub,sales-hub-frontend-srv-556,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,MySQL 8.0,db-cluster-546,Multi-AZ,ECS
infra-557,Sales Hub,sales-hub-frontend-srv-557,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,Primary instance,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-639,Active/Backup,Kubernetes
infra-558,Sales Hub,sales-hub-frontend-srv-558,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-659,Active/Backup,Kubernetes
infra-559,Sales Hub,sales-hub-frontend-srv-559,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 20.04,PostgreSQL 15,db-cluster-698,Active/Backup,ECS
infra-560,Sales Hub,sales-hub-frontend-srv-560,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-236,Active/Backup,Kubernetes
infra-561,Sales Hub,sales-hub-worker-srv-561,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-255,Multi-AZ,Kubernetes
infra-562,Sales Hub,sales-hub-worker-srv-562,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-651,Multi-AZ,Kubernetes
infra-563,Procurement Gateway 91,procurement-gateway-91-backend-srv-563,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-809,Multi-AZ,None
infra-564,Procurement Gateway 91,procurement-gateway-91-backend-srv-564,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-106,Active/Backup,Kubernetes
infra-565,Procurement Gateway 91,procurement-gateway-91-api-srv-565,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,DynamoDB,db-cluster-276,Active/Backup,None
infra-566,Procurement Gateway 91,procurement-gateway-91-api-srv-566,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-941,Active/Backup,ECS
infra-567,Finance Service,finance-service-backend-srv-567,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2,PostgreSQL 15,db-cluster-957,Active/Active,None
infra-568,Finance Service,finance-service-backend-srv-568,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-782,Active/Active,ECS
infra-569,Finance Service,finance-service-service-srv-569,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-993,Multi-AZ,EKS
infra-570,Finance Service,finance-service-service-srv-570,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,PostgreSQL 14,db-cluster-627,Multi-AZ,ECS
infra-571,Finance Service,finance-service-service-srv-571,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-172,Active/Active,None
infra-572,Finance Service,finance-service-service-srv-572,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-237,Single Instance,ECS
infra-573,Finance Service,finance-service-service-srv-573,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,DynamoDB,db-cluster-489,Multi-AZ,EKS
infra-574,Finance Service,finance-service-service-srv-574,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-856,Active/Active,Kubernetes
infra-575,Finance Service,finance-service-processor-srv-575,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,Aurora PostgreSQL 14,db-cluster-938,Active/Backup,ECS
infra-576,Finance Service,finance-service-processor-srv-576,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-203,Single Instance,EKS
infra-577,Quality Assurance Engine,quality-assurance-engine-srv-577,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Windows,Ubuntu 22.04,MongoDB 6.0,db-cluster-744,Active/Active,Kubernetes
infra-578,Quality Assurance Engine,quality-assurance-engine-srv-578,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-103,Multi-AZ,None
infra-579,Supply Chain Controller 94,supply-chain-controller-94-api-srv-579,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2,DynamoDB,db-cluster-882,Active/Backup,EKS
infra-580,Supply Chain Controller 94,supply-chain-controller-94-api-srv-580,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Redis 7.0,db-cluster-880,Multi-AZ,EKS
infra-581,Supply Chain Controller 94,supply-chain-controller-94-processor-srv-581,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-454,Single Instance,ECS
infra-582,Supply Chain Controller 94,supply-chain-controller-94-processor-srv-582,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,PostgreSQL 14,db-cluster-703,Active/Active,Kubernetes
infra-583,Supply Chain Controller 94,supply-chain-controller-94-worker-srv-583,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-608,Single Instance,EKS
infra-584,Supply Chain Controller 94,supply-chain-controller-94-worker-srv-584,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-784,Active/Backup,Kubernetes
infra-585,Supply Chain Controller 94,supply-chain-controller-94-service-srv-585,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2022,Redis 7.0,db-cluster-624,Multi-AZ,None
infra-586,Supply Chain Controller 94,supply-chain-controller-94-service-srv-586,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-491,Single Instance,None
infra-587,Supply Chain Controller 94,supply-chain-controller-94-frontend-srv-587,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-981,Active/Active,None
infra-588,Supply Chain Controller 94,supply-chain-controller-94-frontend-srv-588,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,DynamoDB,db-cluster-322,Active/Active,EKS
infra-589,Marketing Analyzer,marketing-analyzer-backend-srv-589,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,DynamoDB,db-cluster-748,Multi-AZ,ECS
infra-590,Marketing Analyzer,marketing-analyzer-backend-srv-590,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-565,Active/Active,None
infra-591,Marketing Analyzer,marketing-analyzer-processor-srv-591,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-894,Active/Backup,ECS
infra-592,Marketing Analyzer,marketing-analyzer-processor-srv-592,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-719,Active/Backup,EKS
infra-593,Marketing Analyzer,marketing-analyzer-frontend-srv-593,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,DynamoDB,db-cluster-328,Multi-AZ,Kubernetes
infra-594,Marketing Analyzer,marketing-analyzer-frontend-srv-594,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-691,Active/Backup,EKS
infra-595,Customer Service Application,customer-service-application-processor-srv-595,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,MongoDB 6.0,db-cluster-536,Multi-AZ,None
infra-596,Customer Service Application,customer-service-application-processor-srv-596,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,DynamoDB,db-cluster-428,Active/Active,Kubernetes
infra-597,Customer Service Application,customer-service-application-frontend-srv-597,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,MySQL 8.0,db-cluster-548,Active/Backup,None
infra-598,Customer Service Application,customer-service-application-frontend-srv-598,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,Redis 7.0,db-cluster-604,Single Instance,ECS
infra-599,Customer Service Application,customer-service-application-api-srv-599,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-424,Multi-AZ,Kubernetes
infra-600,Customer Service Application,customer-service-application-api-srv-600,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-198,Active/Active,ECS
infra-601,Customer Service Application,customer-service-application-worker-srv-601,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,Redis 7.0,db-cluster-938,Active/Active,None
infra-602,Customer Service Application,customer-service-application-worker-srv-602,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-317,Active/Active,EKS
infra-603,Customer Service Application,customer-service-application-worker-srv-603,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,Primary instance,Windows,Amazon Linux 2,MongoDB 6.0,db-cluster-934,Active/Active,Kubernetes
infra-604,Customer Service Application,customer-service-application-worker-srv-604,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,PostgreSQL 14,db-cluster-817,Active/Backup,ECS
infra-605,Marketing Application 97,marketing-application-97-srv-605,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-713,Active/Backup,None
infra-606,Marketing Application 97,marketing-application-97-srv-606,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,PostgreSQL 15,db-cluster-707,Single Instance,Kubernetes
infra-607,Procurement Processor 98,procurement-processor-98-api-srv-607,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-774,Single Instance,ECS
infra-608,Procurement Processor 98,procurement-processor-98-api-srv-608,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-738,Single Instance,EKS
infra-609,Procurement Processor 98,procurement-processor-98-processor-srv-609,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-388,Active/Active,Kubernetes
infra-610,Procurement Processor 98,procurement-processor-98-processor-srv-610,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,Redis 7.0,db-cluster-702,Single Instance,None
infra-611,E-Commerce Tool,e-commerce-tool-api-srv-611,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Windows,Windows Server 2022,PostgreSQL 14,db-cluster-934,Multi-AZ,Kubernetes
infra-612,E-Commerce Tool,e-commerce-tool-api-srv-612,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-656,Multi-AZ,EKS
infra-613,E-Commerce Tool,e-commerce-tool-processor-srv-613,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2,MySQL 8.0,db-cluster-630,Single Instance,None
infra-614,E-Commerce Tool,e-commerce-tool-processor-srv-614,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Redis 7.0,db-cluster-679,Active/Backup,Kubernetes
infra-615,E-Commerce Tool,e-commerce-tool-processor-srv-615,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,PostgreSQL 13,db-cluster-784,Active/Backup,ECS
infra-616,E-Commerce Tool,e-commerce-tool-processor-srv-616,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-246,Active/Backup,EKS
infra-617,E-Commerce Tool,e-commerce-tool-api-srv-617,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,DynamoDB,db-cluster-834,Multi-AZ,ECS
infra-618,E-Commerce Tool,e-commerce-tool-api-srv-618,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,DynamoDB,db-cluster-894,Active/Active,ECS
infra-619,E-Commerce Tool,e-commerce-tool-service-srv-619,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-698,Single Instance,ECS
infra-620,E-Commerce Tool,e-commerce-tool-service-srv-620,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-499,Multi-AZ,Kubernetes
infra-621,Product Engine,product-engine-api-srv-621,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-873,Active/Active,ECS
